context;influencer;regular_node_set_unique;regular_node_set_grouped;new_activations
-0.00911625210313476 -0.007514539806762444 -0.009144131714755787 -0.006132943388328283 -0.007674843190028202 0.00015330268734952134 -0.0065420558608365155 -0.0055947314816507275 -0.025917189168224674 -0.004407901344194909;4;[9, 4, 6];[9, 4, 6];3
-0.00911625210313476 -0.007514539806762444 -0.009144131714755787 -0.006132943388328283 -0.007674843190028202 0.00015330268734952134 -0.0065420558608365155 -0.0055947314816507275 -0.025917189168224674 -0.004407901344194909;5;[9, 4, 6];[9, 4, 6];3
-0.00911625210313476 -0.007514539806762444 -0.009144131714755787 -0.006132943388328283 -0.007674843190028202 0.00015330268734952134 -0.0065420558608365155 -0.0055947314816507275 -0.025917189168224674 -0.004407901344194909;6;[9, 4, 6];[9, 4, 6];3
-0.00911625210313476 -0.007514539806762444 -0.009144131714755787 -0.006132943388328283 -0.007674843190028202 0.00015330268734952134 -0.0065420558608365155 -0.0055947314816507275 -0.025917189168224674 -0.004407901344194909;7;[9, 4, 6];[9, 4, 6];3
-0.00911625210313476 -0.007514539806762444 -0.009144131714755787 -0.006132943388328283 -0.007674843190028202 0.00015330268734952134 -0.0065420558608365155 -0.0055947314816507275 -0.025917189168224674 -0.004407901344194909;8;[9, 4, 6];[9, 4, 6];3
-0.00911625210313476 -0.007514539806762444 -0.009144131714755787 -0.006132943388328283 -0.007674843190028202 0.00015330268734952134 -0.0065420558608365155 -0.0055947314816507275 -0.025917189168224674 -0.004407901344194909;9;[9, 4, 6];[9, 4, 6];3
-0.005970213797955393 -0.004149968785015323 -0.011663211888721636 0.002286085127736248 -0.0012440688097021813 -0.009254792791518196 -0.010017843849490716 -0.014298034838016971 -0.02256008900128197 -0.002171716263192569;0;[];[];0
-0.005970213797955393 -0.004149968785015323 -0.011663211888721636 0.002286085127736248 -0.0012440688097021813 -0.009254792791518196 -0.010017843849490716 -0.014298034838016971 -0.02256008900128197 -0.002171716263192569;1;[];[];0
-0.005970213797955393 -0.004149968785015323 -0.011663211888721636 0.002286085127736248 -0.0012440688097021813 -0.009254792791518196 -0.010017843849490716 -0.014298034838016971 -0.02256008900128197 -0.002171716263192569;2;[];[];0
-0.005970213797955393 -0.004149968785015323 -0.011663211888721636 0.002286085127736248 -0.0012440688097021813 -0.009254792791518196 -0.010017843849490716 -0.014298034838016971 -0.02256008900128197 -0.002171716263192569;3;[];[];0
-0.005970213797955393 -0.004149968785015323 -0.011663211888721636 0.002286085127736248 -0.0012440688097021813 -0.009254792791518196 -0.010017843849490716 -0.014298034838016971 -0.02256008900128197 -0.002171716263192569;4;[];[];0
-0.005970213797955393 -0.004149968785015323 -0.011663211888721636 0.002286085127736248 -0.0012440688097021813 -0.009254792791518196 -0.010017843849490716 -0.014298034838016971 -0.02256008900128197 -0.002171716263192569;5;[];[];0
-0.005970213797955393 -0.004149968785015323 -0.011663211888721636 0.002286085127736248 -0.0012440688097021813 -0.009254792791518196 -0.010017843849490716 -0.014298034838016971 -0.02256008900128197 -0.002171716263192569;6;[];[];0
-0.005970213797955393 -0.004149968785015323 -0.011663211888721636 0.002286085127736248 -0.0012440688097021813 -0.009254792791518196 -0.010017843849490716 -0.014298034838016971 -0.02256008900128197 -0.002171716263192569;7;[];[];0
-0.005970213797955393 -0.004149968785015323 -0.011663211888721636 0.002286085127736248 -0.0012440688097021813 -0.009254792791518196 -0.010017843849490716 -0.014298034838016971 -0.02256008900128197 -0.002171716263192569;8;[];[];0
-0.005970213797955393 -0.004149968785015323 -0.011663211888721636 0.002286085127736248 -0.0012440688097021813 -0.009254792791518196 -0.010017843849490716 -0.014298034838016971 -0.02256008900128197 -0.002171716263192569;9;[];[];0
-0.005653977065850024 -0.0005282508604097513 -0.011964198012049353 0.005789969937113315 0.0023680899440423177 -0.004228744666737794 -0.005253334928255171 -0.007689389069413655 -0.014919923358390208 0.002253938632356478;0;[1, 2, 4, 5, 6];[1, 2, 4, 5, 6];5
-0.005653977065850024 -0.0005282508604097513 -0.011964198012049353 0.005789969937113315 0.0023680899440423177 -0.004228744666737794 -0.005253334928255171 -0.007689389069413655 -0.014919923358390208 0.002253938632356478;1;[1, 2, 4, 5, 6];[1, 2, 4, 5, 6];5
-0.005653977065850024 -0.0005282508604097513 -0.011964198012049353 0.005789969937113315 0.0023680899440423177 -0.004228744666737794 -0.005253334928255171 -0.007689389069413655 -0.014919923358390208 0.002253938632356478;2;[1, 2, 4, 5, 6];[1, 2, 4, 5, 6];5
-0.005653977065850024 -0.0005282508604097513 -0.011964198012049353 0.005789969937113315 0.0023680899440423177 -0.004228744666737794 -0.005253334928255171 -0.007689389069413655 -0.014919923358390208 0.002253938632356478;3;[1, 2, 4, 5, 6];[1, 2, 4, 5, 6];5
-0.005653977065850024 -0.0005282508604097513 -0.011964198012049353 0.005789969937113315 0.0023680899440423177 -0.004228744666737794 -0.005253334928255171 -0.007689389069413655 -0.014919923358390208 0.002253938632356478;4;[1, 2, 4, 5, 6];[1, 2, 4, 5, 6];5
-0.005653977065850024 -0.0005282508604097513 -0.011964198012049353 0.005789969937113315 0.0023680899440423177 -0.004228744666737794 -0.005253334928255171 -0.007689389069413655 -0.014919923358390208 0.002253938632356478;5;[1, 2, 4, 5, 6];[1, 2, 4, 5, 6];5
-0.005653977065850024 -0.0005282508604097513 -0.011964198012049353 0.005789969937113315 0.0023680899440423177 -0.004228744666737794 -0.005253334928255171 -0.007689389069413655 -0.014919923358390208 0.002253938632356478;6;[1, 2, 4, 5, 6];[1, 2, 4, 5, 6];5
-0.005653977065850024 -0.0005282508604097513 -0.011964198012049353 0.005789969937113315 0.0023680899440423177 -0.004228744666737794 -0.005253334928255171 -0.007689389069413655 -0.014919923358390208 0.002253938632356478;7;[1, 2, 4, 5, 6];[1, 2, 4, 5, 6];5
-0.005653977065850024 -0.0005282508604097513 -0.011964198012049353 0.005789969937113315 0.0023680899440423177 -0.004228744666737794 -0.005253334928255171 -0.007689389069413655 -0.014919923358390208 0.002253938632356478;8;[1, 2, 4, 5, 6];[1, 2, 4, 5, 6];5
-0.005653977065850024 -0.0005282508604097513 -0.011964198012049353 0.005789969937113315 0.0023680899440423177 -0.004228744666737794 -0.005253334928255171 -0.007689389069413655 -0.014919923358390208 0.002253938632356478;9;[1, 2, 4, 5, 6];[1, 2, 4, 5, 6];5
-0.0050849931334619345 0.0008723008696765788 -0.013448492327617934 0.0023908372806906277 0.0005815653147093868 -0.008675044588735026 -0.007234213151731961 -0.019803899856639374 -0.014020568246751908 0.0015358043117978503;0;[8, 3];[8, 3];2
-0.0050849931334619345 0.0008723008696765788 -0.013448492327617934 0.0023908372806906277 0.0005815653147093868 -0.008675044588735026 -0.007234213151731961 -0.019803899856639374 -0.014020568246751908 0.0015358043117978503;1;[8, 3];[8, 3];2
-0.0050849931334619345 0.0008723008696765788 -0.013448492327617934 0.0023908372806906277 0.0005815653147093868 -0.008675044588735026 -0.007234213151731961 -0.019803899856639374 -0.014020568246751908 0.0015358043117978503;2;[8, 3];[8, 3];2
-0.0050849931334619345 0.0008723008696765788 -0.013448492327617934 0.0023908372806906277 0.0005815653147093868 -0.008675044588735026 -0.007234213151731961 -0.019803899856639374 -0.014020568246751908 0.0015358043117978503;3;[8, 3];[8, 3];2
-0.0050849931334619345 0.0008723008696765788 -0.013448492327617934 0.0023908372806906277 0.0005815653147093868 -0.008675044588735026 -0.007234213151731961 -0.019803899856639374 -0.014020568246751908 0.0015358043117978503;4;[8, 3];[8, 3];2
-0.0050849931334619345 0.0008723008696765788 -0.013448492327617934 0.0023908372806906277 0.0005815653147093868 -0.008675044588735026 -0.007234213151731961 -0.019803899856639374 -0.014020568246751908 0.0015358043117978503;5;[8, 3];[8, 3];2
-0.0050849931334619345 0.0008723008696765788 -0.013448492327617934 0.0023908372806906277 0.0005815653147093868 -0.008675044588735026 -0.007234213151731961 -0.019803899856639374 -0.014020568246751908 0.0015358043117978503;6;[8, 3];[8, 3];2
-0.0050849931334619345 0.0008723008696765788 -0.013448492327617934 0.0023908372806906277 0.0005815653147093868 -0.008675044588735026 -0.007234213151731961 -0.019803899856639374 -0.014020568246751908 0.0015358043117978503;7;[8, 3];[8, 3];2
-0.0050849931334619345 0.0008723008696765788 -0.013448492327617934 0.0023908372806906277 0.0005815653147093868 -0.008675044588735026 -0.007234213151731961 -0.019803899856639374 -0.014020568246751908 0.0015358043117978503;8;[8, 3];[8, 3];2
-0.0050849931334619345 0.0008723008696765788 -0.013448492327617934 0.0023908372806906277 0.0005815653147093868 -0.008675044588735026 -0.007234213151731961 -0.019803899856639374 -0.014020568246751908 0.0015358043117978503;9;[8, 3];[8, 3];2
-0.005509460960277779 -0.004983305010932737 -0.012684044074516999 0.005548999687986366 0.00465064303999112 -0.010286605386388748 -0.009882309574855053 -0.032353168527617805 -0.018110117717728212 0.008328842208166255;0;[9];[9];1
-0.005509460960277779 -0.004983305010932737 -0.012684044074516999 0.005548999687986366 0.00465064303999112 -0.010286605386388748 -0.009882309574855053 -0.032353168527617805 -0.018110117717728212 0.008328842208166255;1;[9];[9];1
-0.005509460960277779 -0.004983305010932737 -0.012684044074516999 0.005548999687986366 0.00465064303999112 -0.010286605386388748 -0.009882309574855053 -0.032353168527617805 -0.018110117717728212 0.008328842208166255;2;[9];[9];1
-0.005509460960277779 -0.004983305010932737 -0.012684044074516999 0.005548999687986366 0.00465064303999112 -0.010286605386388748 -0.009882309574855053 -0.032353168527617805 -0.018110117717728212 0.008328842208166255;3;[9];[9];1
-0.005509460960277779 -0.004983305010932737 -0.012684044074516999 0.005548999687986366 0.00465064303999112 -0.010286605386388748 -0.009882309574855053 -0.032353168527617805 -0.018110117717728212 0.008328842208166255;4;[9];[9];1
-0.005509460960277779 -0.004983305010932737 -0.012684044074516999 0.005548999687986366 0.00465064303999112 -0.010286605386388748 -0.009882309574855053 -0.032353168527617805 -0.018110117717728212 0.008328842208166255;5;[9];[9];1
-0.005509460960277779 -0.004983305010932737 -0.012684044074516999 0.005548999687986366 0.00465064303999112 -0.010286605386388748 -0.009882309574855053 -0.032353168527617805 -0.018110117717728212 0.008328842208166255;6;[9];[9];1
-0.005509460960277779 -0.004983305010932737 -0.012684044074516999 0.005548999687986366 0.00465064303999112 -0.010286605386388748 -0.009882309574855053 -0.032353168527617805 -0.018110117717728212 0.008328842208166255;7;[9];[9];1
-0.005509460960277779 -0.004983305010932737 -0.012684044074516999 0.005548999687986366 0.00465064303999112 -0.010286605386388748 -0.009882309574855053 -0.032353168527617805 -0.018110117717728212 0.008328842208166255;8;[9];[9];1
-0.005509460960277779 -0.004983305010932737 -0.012684044074516999 0.005548999687986366 0.00465064303999112 -0.010286605386388748 -0.009882309574855053 -0.032353168527617805 -0.018110117717728212 0.008328842208166255;9;[9];[9];1
0.003239578386462272 0.006803939081117871 -0.0011383764927380025 0.009092663255421463 0.004083938480100202 0.005961230455874022 -0.004872505673149563 0.0068773304363882294 0.015048905866165984 0.0062181021355076195;0;[8, 9, 2];[8, 9, 2];3
0.003239578386462272 0.006803939081117871 -0.0011383764927380025 0.009092663255421463 0.004083938480100202 0.005961230455874022 -0.004872505673149563 0.0068773304363882294 0.015048905866165984 0.0062181021355076195;1;[8, 9, 2];[8, 9, 2];3
0.003239578386462272 0.006803939081117871 -0.0011383764927380025 0.009092663255421463 0.004083938480100202 0.005961230455874022 -0.004872505673149563 0.0068773304363882294 0.015048905866165984 0.0062181021355076195;2;[8, 9, 2];[8, 9, 2];3
0.003239578386462272 0.006803939081117871 -0.0011383764927380025 0.009092663255421463 0.004083938480100202 0.005961230455874022 -0.004872505673149563 0.0068773304363882294 0.015048905866165984 0.0062181021355076195;3;[8, 9, 2];[8, 9, 2];3
0.003239578386462272 0.006803939081117871 -0.0011383764927380025 0.009092663255421463 0.004083938480100202 0.005961230455874022 -0.004872505673149563 0.0068773304363882294 0.015048905866165984 0.0062181021355076195;4;[8, 9, 2];[8, 9, 2];3
0.003239578386462272 0.006803939081117871 -0.0011383764927380025 0.009092663255421463 0.004083938480100202 0.005961230455874022 -0.004872505673149563 0.0068773304363882294 0.015048905866165984 0.0062181021355076195;5;[8, 9, 2];[8, 9, 2];3
0.003239578386462272 0.006803939081117871 -0.0011383764927380025 0.009092663255421463 0.004083938480100202 0.005961230455874022 -0.004872505673149563 0.0068773304363882294 0.015048905866165984 0.0062181021355076195;6;[8, 9, 2];[8, 9, 2];3
0.003239578386462272 0.006803939081117871 -0.0011383764927380025 0.009092663255421463 0.004083938480100202 0.005961230455874022 -0.004872505673149563 0.0068773304363882294 0.015048905866165984 0.0062181021355076195;7;[8, 9, 2];[8, 9, 2];3
0.003239578386462272 0.006803939081117871 -0.0011383764927380025 0.009092663255421463 0.004083938480100202 0.005961230455874022 -0.004872505673149563 0.0068773304363882294 0.015048905866165984 0.0062181021355076195;8;[8, 9, 2];[8, 9, 2];3
0.003239578386462272 0.006803939081117871 -0.0011383764927380025 0.009092663255421463 0.004083938480100202 0.005961230455874022 -0.004872505673149563 0.0068773304363882294 0.015048905866165984 0.0062181021355076195;9;[8, 9, 2];[8, 9, 2];3
0.0008503596034170613 0.004775205258023352 0.004150465199099807 0.0035331421162121844 -0.0005416602516477465 0.019018987154237887 -0.0005690809227710148 -0.003022211472429137 -0.0020038353165966914 -0.0007560719810786543;0;[1, 3, 4, 6, 7, 8];[1, 3, 4, 6, 7, 8];6
0.0008503596034170613 0.004775205258023352 0.004150465199099807 0.0035331421162121844 -0.0005416602516477465 0.019018987154237887 -0.0005690809227710148 -0.003022211472429137 -0.0020038353165966914 -0.0007560719810786543;1;[1, 3, 4, 6, 7, 8];[1, 3, 4, 6, 7, 8];6
0.0008503596034170613 0.004775205258023352 0.004150465199099807 0.0035331421162121844 -0.0005416602516477465 0.019018987154237887 -0.0005690809227710148 -0.003022211472429137 -0.0020038353165966914 -0.0007560719810786543;2;[1, 3, 4, 6, 7, 8];[1, 3, 4, 6, 7, 8];6
0.0008503596034170613 0.004775205258023352 0.004150465199099807 0.0035331421162121844 -0.0005416602516477465 0.019018987154237887 -0.0005690809227710148 -0.003022211472429137 -0.0020038353165966914 -0.0007560719810786543;3;[1, 3, 4, 6, 7, 8];[1, 3, 4, 6, 7, 8];6
0.0008503596034170613 0.004775205258023352 0.004150465199099807 0.0035331421162121844 -0.0005416602516477465 0.019018987154237887 -0.0005690809227710148 -0.003022211472429137 -0.0020038353165966914 -0.0007560719810786543;4;[1, 3, 4, 6, 7, 8];[1, 3, 4, 6, 7, 8];6
0.0008503596034170613 0.004775205258023352 0.004150465199099807 0.0035331421162121844 -0.0005416602516477465 0.019018987154237887 -0.0005690809227710148 -0.003022211472429137 -0.0020038353165966914 -0.0007560719810786543;5;[1, 3, 4, 6, 7, 8];[1, 3, 4, 6, 7, 8];6
0.0008503596034170613 0.004775205258023352 0.004150465199099807 0.0035331421162121844 -0.0005416602516477465 0.019018987154237887 -0.0005690809227710148 -0.003022211472429137 -0.0020038353165966914 -0.0007560719810786543;6;[1, 3, 4, 6, 7, 8];[1, 3, 4, 6, 7, 8];6
0.0008503596034170613 0.004775205258023352 0.004150465199099807 0.0035331421162121844 -0.0005416602516477465 0.019018987154237887 -0.0005690809227710148 -0.003022211472429137 -0.0020038353165966914 -0.0007560719810786543;7;[1, 3, 4, 6, 7, 8];[1, 3, 4, 6, 7, 8];6
0.0008503596034170613 0.004775205258023352 0.004150465199099807 0.0035331421162121844 -0.0005416602516477465 0.019018987154237887 -0.0005690809227710148 -0.003022211472429137 -0.0020038353165966914 -0.0007560719810786543;8;[1, 3, 4, 6, 7, 8];[1, 3, 4, 6, 7, 8];6
0.0008503596034170613 0.004775205258023352 0.004150465199099807 0.0035331421162121844 -0.0005416602516477465 0.019018987154237887 -0.0005690809227710148 -0.003022211472429137 -0.0020038353165966914 -0.0007560719810786543;9;[1, 3, 4, 6, 7, 8];[1, 3, 4, 6, 7, 8];6
0.0017920193164243869 -0.015741104884486122 -0.00031685862079258167 -0.011233372498832073 -0.012445740819481332 0.009740417118085199 -0.007986233950137912 -0.007964392844153689 -0.010070727911387545 -0.0007054433660965032;0;[2, 5];[2, 5];2
0.0017920193164243869 -0.015741104884486122 -0.00031685862079258167 -0.011233372498832073 -0.012445740819481332 0.009740417118085199 -0.007986233950137912 -0.007964392844153689 -0.010070727911387545 -0.0007054433660965032;1;[2, 5];[2, 5];2
0.0017920193164243869 -0.015741104884486122 -0.00031685862079258167 -0.011233372498832073 -0.012445740819481332 0.009740417118085199 -0.007986233950137912 -0.007964392844153689 -0.010070727911387545 -0.0007054433660965032;2;[2, 5];[2, 5];2
0.0017920193164243869 -0.015741104884486122 -0.00031685862079258167 -0.011233372498832073 -0.012445740819481332 0.009740417118085199 -0.007986233950137912 -0.007964392844153689 -0.010070727911387545 -0.0007054433660965032;3;[2, 5];[2, 5];2
0.0017920193164243869 -0.015741104884486122 -0.00031685862079258167 -0.011233372498832073 -0.012445740819481332 0.009740417118085199 -0.007986233950137912 -0.007964392844153689 -0.010070727911387545 -0.0007054433660965032;4;[2, 5];[2, 5];2
0.0017920193164243869 -0.015741104884486122 -0.00031685862079258167 -0.011233372498832073 -0.012445740819481332 0.009740417118085199 -0.007986233950137912 -0.007964392844153689 -0.010070727911387545 -0.0007054433660965032;5;[2, 5];[2, 5];2
0.0017920193164243869 -0.015741104884486122 -0.00031685862079258167 -0.011233372498832073 -0.012445740819481332 0.009740417118085199 -0.007986233950137912 -0.007964392844153689 -0.010070727911387545 -0.0007054433660965032;6;[2, 5];[2, 5];2
0.0017920193164243869 -0.015741104884486122 -0.00031685862079258167 -0.011233372498832073 -0.012445740819481332 0.009740417118085199 -0.007986233950137912 -0.007964392844153689 -0.010070727911387545 -0.0007054433660965032;7;[2, 5];[2, 5];2
0.0017920193164243869 -0.015741104884486122 -0.00031685862079258167 -0.011233372498832073 -0.012445740819481332 0.009740417118085199 -0.007986233950137912 -0.007964392844153689 -0.010070727911387545 -0.0007054433660965032;8;[2, 5];[2, 5];2
0.0017920193164243869 -0.015741104884486122 -0.00031685862079258167 -0.011233372498832073 -0.012445740819481332 0.009740417118085199 -0.007986233950137912 -0.007964392844153689 -0.010070727911387545 -0.0007054433660965032;9;[2, 5];[2, 5];2
-0.008098282157854797 -0.02470356714357873 -0.012239158083453484 -0.01364245446316772 -0.015394224376407518 0.0046515136482201845 -0.015204228239545259 -0.018079578950979135 -0.029728070548376763 -0.002219388664366817;0;[8, 9, 7];[8, 9, 7];3
-0.008098282157854797 -0.02470356714357873 -0.012239158083453484 -0.01364245446316772 -0.015394224376407518 0.0046515136482201845 -0.015204228239545259 -0.018079578950979135 -0.029728070548376763 -0.002219388664366817;1;[8, 9, 7];[8, 9, 7];3
-0.008098282157854797 -0.02470356714357873 -0.012239158083453484 -0.01364245446316772 -0.015394224376407518 0.0046515136482201845 -0.015204228239545259 -0.018079578950979135 -0.029728070548376763 -0.002219388664366817;2;[8, 9, 7];[8, 9, 7];3
-0.008098282157854797 -0.02470356714357873 -0.012239158083453484 -0.01364245446316772 -0.015394224376407518 0.0046515136482201845 -0.015204228239545259 -0.018079578950979135 -0.029728070548376763 -0.002219388664366817;3;[8, 9, 7];[8, 9, 7];3
-0.008098282157854797 -0.02470356714357873 -0.012239158083453484 -0.01364245446316772 -0.015394224376407518 0.0046515136482201845 -0.015204228239545259 -0.018079578950979135 -0.029728070548376763 -0.002219388664366817;4;[8, 9, 7];[8, 9, 7];3
-0.008098282157854797 -0.02470356714357873 -0.012239158083453484 -0.01364245446316772 -0.015394224376407518 0.0046515136482201845 -0.015204228239545259 -0.018079578950979135 -0.029728070548376763 -0.002219388664366817;5;[8, 9, 7];[8, 9, 7];3
-0.008098282157854797 -0.02470356714357873 -0.012239158083453484 -0.01364245446316772 -0.015394224376407518 0.0046515136482201845 -0.015204228239545259 -0.018079578950979135 -0.029728070548376763 -0.002219388664366817;6;[8, 9, 7];[8, 9, 7];3
-0.008098282157854797 -0.02470356714357873 -0.012239158083453484 -0.01364245446316772 -0.015394224376407518 0.0046515136482201845 -0.015204228239545259 -0.018079578950979135 -0.029728070548376763 -0.002219388664366817;7;[8, 9, 7];[8, 9, 7];3
-0.008098282157854797 -0.02470356714357873 -0.012239158083453484 -0.01364245446316772 -0.015394224376407518 0.0046515136482201845 -0.015204228239545259 -0.018079578950979135 -0.029728070548376763 -0.002219388664366817;8;[8, 9, 7];[8, 9, 7];3
-0.008098282157854797 -0.02470356714357873 -0.012239158083453484 -0.01364245446316772 -0.015394224376407518 0.0046515136482201845 -0.015204228239545259 -0.018079578950979135 -0.029728070548376763 -0.002219388664366817;9;[8, 9, 7];[8, 9, 7];3
-0.01056114325915114 -0.02194666028370449 -0.014341388425661216 -0.014019024654841972 -0.013928531005189293 0.013452397978049513 -0.011161162924637823 0.0035736371595655346 -0.019789262640774186 -0.006848204663154012;0;[0, 2, 3, 4, 5, 6, 8];[0, 2, 3, 4, 5, 6, 8];7
-0.01056114325915114 -0.02194666028370449 -0.014341388425661216 -0.014019024654841972 -0.013928531005189293 0.013452397978049513 -0.011161162924637823 0.0035736371595655346 -0.019789262640774186 -0.006848204663154012;1;[0, 2, 3, 4, 5, 6, 8];[0, 2, 3, 4, 5, 6, 8];7
-0.01056114325915114 -0.02194666028370449 -0.014341388425661216 -0.014019024654841972 -0.013928531005189293 0.013452397978049513 -0.011161162924637823 0.0035736371595655346 -0.019789262640774186 -0.006848204663154012;2;[0, 2, 3, 4, 5, 6, 8];[0, 2, 3, 4, 5, 6, 8];7
-0.01056114325915114 -0.02194666028370449 -0.014341388425661216 -0.014019024654841972 -0.013928531005189293 0.013452397978049513 -0.011161162924637823 0.0035736371595655346 -0.019789262640774186 -0.006848204663154012;3;[0, 2, 3, 4, 5, 6, 8];[0, 2, 3, 4, 5, 6, 8];7
-0.01056114325915114 -0.02194666028370449 -0.014341388425661216 -0.014019024654841972 -0.013928531005189293 0.013452397978049513 -0.011161162924637823 0.0035736371595655346 -0.019789262640774186 -0.006848204663154012;4;[0, 2, 3, 4, 5, 6, 8];[0, 2, 3, 4, 5, 6, 8];7
-0.01056114325915114 -0.02194666028370449 -0.014341388425661216 -0.014019024654841972 -0.013928531005189293 0.013452397978049513 -0.011161162924637823 0.0035736371595655346 -0.019789262640774186 -0.006848204663154012;5;[0, 2, 3, 4, 5, 6, 8];[0, 2, 3, 4, 5, 6, 8];7
-0.01056114325915114 -0.02194666028370449 -0.014341388425661216 -0.014019024654841972 -0.013928531005189293 0.013452397978049513 -0.011161162924637823 0.0035736371595655346 -0.019789262640774186 -0.006848204663154012;6;[0, 2, 3, 4, 5, 6, 8];[0, 2, 3, 4, 5, 6, 8];7
-0.01056114325915114 -0.02194666028370449 -0.014341388425661216 -0.014019024654841972 -0.013928531005189293 0.013452397978049513 -0.011161162924637823 0.0035736371595655346 -0.019789262640774186 -0.006848204663154012;7;[0, 2, 3, 4, 5, 6, 8];[0, 2, 3, 4, 5, 6, 8];7
-0.01056114325915114 -0.02194666028370449 -0.014341388425661216 -0.014019024654841972 -0.013928531005189293 0.013452397978049513 -0.011161162924637823 0.0035736371595655346 -0.019789262640774186 -0.006848204663154012;8;[0, 2, 3, 4, 5, 6, 8];[0, 2, 3, 4, 5, 6, 8];7
-0.01056114325915114 -0.02194666028370449 -0.014341388425661216 -0.014019024654841972 -0.013928531005189293 0.013452397978049513 -0.011161162924637823 0.0035736371595655346 -0.019789262640774186 -0.006848204663154012;9;[0, 2, 3, 4, 5, 6, 8];[0, 2, 3, 4, 5, 6, 8];7
-0.011059680211460487 -0.02670959954256431 -0.014988183590797233 -0.014161253140949247 -0.011647374383713193 0.006333685753580465 -0.009590586523992296 -0.03229515717472973 -0.037130756581173666 -0.004896126187052974;0;[6];[6];1
-0.011059680211460487 -0.02670959954256431 -0.014988183590797233 -0.014161253140949247 -0.011647374383713193 0.006333685753580465 -0.009590586523992296 -0.03229515717472973 -0.037130756581173666 -0.004896126187052974;1;[6];[6];1
-0.011059680211460487 -0.02670959954256431 -0.014988183590797233 -0.014161253140949247 -0.011647374383713193 0.006333685753580465 -0.009590586523992296 -0.03229515717472973 -0.037130756581173666 -0.004896126187052974;2;[6];[6];1
-0.011059680211460487 -0.02670959954256431 -0.014988183590797233 -0.014161253140949247 -0.011647374383713193 0.006333685753580465 -0.009590586523992296 -0.03229515717472973 -0.037130756581173666 -0.004896126187052974;3;[6];[6];1
-0.011059680211460487 -0.02670959954256431 -0.014988183590797233 -0.014161253140949247 -0.011647374383713193 0.006333685753580465 -0.009590586523992296 -0.03229515717472973 -0.037130756581173666 -0.004896126187052974;4;[6];[6];1
-0.011059680211460487 -0.02670959954256431 -0.014988183590797233 -0.014161253140949247 -0.011647374383713193 0.006333685753580465 -0.009590586523992296 -0.03229515717472973 -0.037130756581173666 -0.004896126187052974;5;[6];[6];1
-0.011059680211460487 -0.02670959954256431 -0.014988183590797233 -0.014161253140949247 -0.011647374383713193 0.006333685753580465 -0.009590586523992296 -0.03229515717472973 -0.037130756581173666 -0.004896126187052974;6;[6];[6];1
-0.011059680211460487 -0.02670959954256431 -0.014988183590797233 -0.014161253140949247 -0.011647374383713193 0.006333685753580465 -0.009590586523992296 -0.03229515717472973 -0.037130756581173666 -0.004896126187052974;7;[6];[6];1
-0.011059680211460487 -0.02670959954256431 -0.014988183590797233 -0.014161253140949247 -0.011647374383713193 0.006333685753580465 -0.009590586523992296 -0.03229515717472973 -0.037130756581173666 -0.004896126187052974;8;[6];[6];1
-0.011059680211460487 -0.02670959954256431 -0.014988183590797233 -0.014161253140949247 -0.011647374383713193 0.006333685753580465 -0.009590586523992296 -0.03229515717472973 -0.037130756581173666 -0.004896126187052974;9;[6];[6];1
-0.004382862838228019 -0.0198739363190489 -0.010190557751082375 -0.005265229582515208 -0.0034457767180684717 0.005155643681528765 -0.006859367278155748 -0.006693459789216649 -0.01663840486853414 0.001690560683343989;0;[0];[0];1
-0.004382862838228019 -0.0198739363190489 -0.010190557751082375 -0.005265229582515208 -0.0034457767180684717 0.005155643681528765 -0.006859367278155748 -0.006693459789216649 -0.01663840486853414 0.001690560683343989;1;[0];[0];1
-0.004382862838228019 -0.0198739363190489 -0.010190557751082375 -0.005265229582515208 -0.0034457767180684717 0.005155643681528765 -0.006859367278155748 -0.006693459789216649 -0.01663840486853414 0.001690560683343989;2;[0];[0];1
-0.004382862838228019 -0.0198739363190489 -0.010190557751082375 -0.005265229582515208 -0.0034457767180684717 0.005155643681528765 -0.006859367278155748 -0.006693459789216649 -0.01663840486853414 0.001690560683343989;3;[0];[0];1
-0.004382862838228019 -0.0198739363190489 -0.010190557751082375 -0.005265229582515208 -0.0034457767180684717 0.005155643681528765 -0.006859367278155748 -0.006693459789216649 -0.01663840486853414 0.001690560683343989;4;[0];[0];1
-0.004382862838228019 -0.0198739363190489 -0.010190557751082375 -0.005265229582515208 -0.0034457767180684717 0.005155643681528765 -0.006859367278155748 -0.006693459789216649 -0.01663840486853414 0.001690560683343989;5;[0];[0];1
-0.004382862838228019 -0.0198739363190489 -0.010190557751082375 -0.005265229582515208 -0.0034457767180684717 0.005155643681528765 -0.006859367278155748 -0.006693459789216649 -0.01663840486853414 0.001690560683343989;6;[0];[0];1
-0.004382862838228019 -0.0198739363190489 -0.010190557751082375 -0.005265229582515208 -0.0034457767180684717 0.005155643681528765 -0.006859367278155748 -0.006693459789216649 -0.01663840486853414 0.001690560683343989;7;[0];[0];1
-0.004382862838228019 -0.0198739363190489 -0.010190557751082375 -0.005265229582515208 -0.0034457767180684717 0.005155643681528765 -0.006859367278155748 -0.006693459789216649 -0.01663840486853414 0.001690560683343989;8;[0];[0];1
